Gaia DR3,RA,DEC,Gmag,Bp-Rp,Voff(km/s),Sep(deg),3D(pc),Vr(pred),Vr(obs),Vrerr,Plx(mas),SpT,FnuvJ,W1-W3,RUWE,XCrate,RVsrc 
Gaia DR3 5586933182799420160,115.6904649,-37.3186956,14.422,1.472,0.945,5.6258,37.2995,17.34,-17.44,13.55,2.670,K5.1,nan,nan,1.832,nan,Gaia DR3
Gaia DR3 5606375327216116096,108.0105211,-29.2228836,15.371,1.612,4.657,5.0465,37.3120,20.24,nan,nan,2.535,K5.6,nan,nan,1.030,nan,None
Gaia DR3 5606240263376111744,107.1046429,-29.7913637,17.149,2.765,2.735,4.8825,37.3277,20.35,nan,nan,2.521,M3.6,nan,nan,1.058,nan,None
Gaia DR3 5589804282533871232,111.7604701,-35.2182323,13.037,0.986,1.672,1.8421,37.3400,18.55,17.02,1.62,2.909,K0.2,nan,nan,1.016,nan,Gaia DR3
Gaia DR3 5605773555054112896,111.1155173,-29.2950070,19.493,2.512,0.854,4.6967,37.3593,19.56,nan,nan,2.799,M3.1,nan,nan,1.082,nan,None
Gaia DR3 5607826338966692992,104.7508129,-30.6400775,18.892,3.397,3.740,5.6347,37.3668,20.68,nan,nan,2.671,M5.1,nan,nan,1.075,nan,None
Gaia DR3 5607630698914417536,105.3136507,-30.6267365,9.267,-0.014,3.906,5.2641,37.3688,20.58,16.75,2.65,2.556,A0.6,nan,nan,0.932,nan,Gaia DR3
Gaia DR3 5586228116666503168,112.0949445,-38.1001422,19.267,2.783,3.481,4.4581,37.3776,17.99,nan,nan,2.493,M3.7,nan,nan,1.066,nan,None
Gaia DR3 5590662554435066880,109.5965308,-35.4265804,16.852,2.394,4.800,1.5765,37.4181,18.97,nan,nan,2.409,M2.7,nan,nan,1.018,nan,None
Gaia DR3 5603326007813908736,107.5846559,-33.3323668,17.048,2.559,4.330,2.2323,37.4286,19.72,nan,nan,2.419,M3.2,nan,nan,0.987,nan,None
Gaia DR3 5591425095815278848,113.6482233,-34.0341540,19.356,2.819,4.500,2.8860,37.4383,18.32,nan,nan,2.433,M3.7,nan,nan,1.050,nan,None
Gaia DR3 5607054039424057216,103.6990126,-32.2828931,14.144,1.445,2.288,5.6623,37.4434,20.61,16.71,2.26,2.658,K5.0,nan,nan,2.639,nan,Gaia DR3
Gaia DR3 5585268831431067264,114.1805187,-38.5265618,14.892,1.741,1.406,5.6256,37.4828,17.48,nan,nan,2.683,K7.2,nan,nan,1.594,nan,None
Gaia DR3 5605196689412156672,110.2637963,-30.7785994,17.189,2.878,2.043,3.1447,37.4849,19.55,nan,nan,2.877,M3.8,nan,nan,1.032,nan,None
Gaia DR3 5599354155201627264,114.6364540,-29.7158873,18.693,2.501,4.262,5.6639,37.4945,18.69,nan,nan,2.665,M3.0,nan,nan,1.048,nan,None
Gaia DR3 5587702256821486080,116.7241697,-35.5606904,11.475,0.719,3.600,5.6278,37.5144,17.38,25.89,5.19,2.684,F9.0,nan,nan,4.101,nan,Gaia DR3
Gaia DR3 5587615425460616320,116.3486453,-35.7013143,17.493,2.819,2.204,5.3742,37.5299,17.45,nan,nan,2.566,M3.7,nan,nan,0.999,nan,None
Gaia DR3 5587274821668071552,115.2484871,-35.8529776,18.454,3.165,1.602,4.5902,37.5373,17.68,nan,nan,2.809,M4.5,nan,nan,0.954,nan,None
Gaia DR3 5607244598528672000,104.8772978,-30.9629171,18.594,2.691,3.201,5.3571,37.5558,20.61,nan,nan,2.563,M3.5,nan,nan,1.026,nan,None
Gaia DR3 5589190510229134208,110.2917403,-37.1770286,18.805,2.833,4.928,3.2562,37.5652,18.53,nan,nan,2.874,M3.8,nan,nan,1.018,nan,None
Gaia DR3 5602887779409625472,105.9297050,-33.8759642,18.095,2.386,4.341,3.5199,37.5912,19.94,nan,nan,2.451,M2.7,nan,nan,0.952,nan,None
Gaia DR3 5606062481801312256,109.2740456,-29.8819925,17.951,2.786,2.154,4.1113,37.5913,19.89,nan,nan,2.474,M3.7,nan,nan,1.100,nan,None
Gaia DR3 5565802729672690176,105.5520536,-37.9788593,18.762,3.306,3.297,5.5150,37.6086,19.27,nan,nan,2.715,M4.9,nan,nan,1.026,nan,None
Gaia DR3 5607978621324605568,105.7599061,-29.6491466,18.858,2.858,4.508,5.6833,37.6117,20.64,nan,nan,2.636,M3.8,nan,nan,1.018,nan,None
Gaia DR3 5588044131918489856,115.0249614,-35.6181858,18.697,3.101,1.155,4.3327,37.6125,17.77,nan,nan,2.826,M4.4,nan,nan,0.986,nan,None
Gaia DR3 5587363224981472768,116.3799706,-36.4367751,14.271,1.362,0.914,5.6624,37.6216,17.33,9.40,7.99,2.677,K4.4,nan,nan,1.006,nan,Gaia DR3
Gaia DR3 5586934243648661376,115.6179191,-37.2680958,20.100,2.907,2.420,5.5495,37.6400,17.37,nan,nan,2.591,M3.9,nan,nan,1.116,nan,None
Gaia DR3 5586968637749274112,116.0120213,-36.9251663,18.874,3.116,0.296,5.6265,37.6447,17.33,nan,nan,2.609,M4.4,nan,nan,1.126,nan,None
Gaia DR3 5590885446061456000,109.9093300,-34.3179497,17.157,2.955,1.146,0.4508,37.6546,19.09,nan,nan,2.926,M4.0,nan,nan,0.982,nan,None
Gaia DR3 5606504627214866432,109.4948899,-29.2864874,18.510,2.940,3.307,4.6714,37.6721,19.92,nan,nan,2.805,M4.0,nan,nan,0.979,nan,None
Gaia DR3 5585460077733630080,114.1541077,-38.3398293,16.926,2.210,3.789,5.4637,37.6850,17.51,nan,nan,2.726,M1.7,nan,nan,1.055,nan,None
Gaia DR3 5590315864677544832,108.9731683,-35.6811758,18.450,3.052,4.934,2.0149,37.7091,19.05,nan,nan,2.414,M4.2,nan,nan,0.986,nan,None
Gaia DR3 5603990696950423680,104.3897561,-32.4819779,17.251,3.007,2.944,5.0460,37.7157,20.46,nan,nan,2.776,M4.1,nan,nan,1.044,nan,None
Gaia DR3 5586935686761592832,115.8500332,-37.2802096,17.793,2.495,1.151,5.7079,37.7242,17.31,nan,nan,2.652,M3.0,nan,nan,1.010,nan,None
Gaia DR3 5604854844375234816,109.5006158,-31.7907688,15.389,1.706,0.389,2.2045,37.7470,19.57,nan,nan,2.417,K7.0,nan,nan,1.173,nan,None
Gaia DR3 5588702056488893056,114.8364420,-34.4792838,17.834,2.969,0.175,3.8988,37.7581,17.99,nan,nan,2.463,M4.0,nan,nan,1.025,nan,None
Gaia DR3 5579698907380427520,103.3108416,-34.5993195,17.860,2.890,0.210,5.7085,37.7621,20.28,nan,nan,2.638,M3.9,nan,nan,1.050,nan,None
Gaia DR3 5587013206628157056,114.8348321,-37.4260101,14.080,1.198,1.931,5.1594,37.7684,17.52,25.01,3.79,2.766,K2.9,nan,nan,0.941,nan,Gaia DR3
Gaia DR3 5590812908353558784,110.6326147,-34.4832845,18.977,2.930,3.149,0.6788,37.7978,18.91,nan,nan,2.399,M4.0,nan,nan,1.031,nan,None
Gaia DR3 5590602042640524928,108.1320339,-34.8373317,18.640,3.010,4.082,1.9150,37.8243,19.36,nan,nan,2.411,M4.1,nan,nan,1.091,nan,None
Gaia DR3 5589080047967252480,109.7502596,-37.6416898,14.207,1.262,3.637,3.7349,37.8332,18.55,0.93,2.53,2.859,K3.5,nan,nan,1.068,nan,Gaia DR3
Gaia DR3 5565985489122020864,106.5842322,-37.7840904,18.337,3.010,4.402,4.8325,37.8543,19.12,nan,nan,2.796,M4.1,nan,nan,1.041,nan,None
Gaia DR3 5607572802754593152,105.4483326,-30.9121489,17.101,2.736,3.473,4.9940,37.8707,20.51,nan,nan,2.523,M3.6,nan,nan,1.023,nan,None
Gaia DR3 5587236574989567104,115.0454569,-36.3063825,19.837,3.018,1.552,4.6452,37.8833,17.65,nan,nan,2.499,M4.2,nan,nan,1.068,nan,None
Gaia DR3 5585025147866884864,112.5302913,-38.7857861,19.684,3.141,2.308,5.2211,37.8835,17.78,nan,nan,2.762,M4.5,nan,nan,1.017,nan,None
Gaia DR3 5588509603294777088,114.9526436,-34.6267760,19.925,2.752,0.935,4.0137,37.8908,17.94,nan,nan,2.467,M3.6,nan,nan,1.021,nan,None
Gaia DR3 5604272000128428672,106.5394000,-31.7879879,14.976,1.738,2.684,3.7223,37.8922,20.17,20.67,5.61,2.860,K7.2,nan,nan,0.955,nan,Gaia DR3
Gaia DR3 5605195555540617088,110.0664110,-30.7387187,17.330,2.475,0.521,3.1848,37.9632,19.60,nan,nan,2.881,M3.0,nan,nan,1.040,nan,None
Gaia DR3 5579795909219698048,103.6313153,-33.8625983,11.105,0.763,4.866,5.4274,37.9666,20.36,6.80,2.15,2.564,F9.5,nan,nan,1.943,nan,Gaia DR3
Gaia DR3 5588531632178617088,115.2394883,-34.5261110,20.296,2.657,2.293,4.2341,37.9686,17.88,nan,nan,2.476,M3.4,nan,nan,1.013,nan,None
Gaia DR3 5591542193799993600,112.1511544,-34.3984723,18.370,3.220,2.553,1.7067,37.9725,18.60,nan,nan,2.407,M4.7,nan,nan,0.991,nan,None
Gaia DR3 5607839709202784384,104.8930125,-30.3727609,12.965,0.976,2.844,5.7050,37.9769,20.70,71.07,1.19,2.682,G9.9,nan,nan,1.272,nan,Gaia DR3
Gaia DR3 5604302099260487296,106.9087982,-31.5767604,17.222,2.874,4.014,3.6088,37.9787,20.13,nan,nan,2.451,M3.8,nan,nan,1.001,nan,None
Gaia DR3 5578671830379959936,104.8511832,-35.3354936,11.562,0.964,4.380,4.5987,37.9795,19.89,52.38,0.70,2.814,G9.4,nan,nan,19.283,nan,Gaia DR3
Gaia DR3 5585269479970788096,114.1221662,-38.5332660,18.243,3.051,1.568,5.6042,37.9971,17.49,nan,nan,2.591,M4.2,nan,nan,0.949,nan,None
Gaia DR3 5585631464106838400,111.4671381,-39.5748552,16.719,2.279,2.090,5.7470,38.0033,17.85,nan,nan,2.659,M2.2,nan,nan,1.040,nan,None
Gaia DR3 5585025049084039680,112.5500911,-38.7788053,13.283,1.090,1.020,5.2204,38.0320,17.78,15.80,2.41,2.765,K1.9,nan,nan,0.951,nan,Gaia DR3
Gaia DR3 5604599517155847680,107.0405743,-31.1012456,12.900,1.076,3.714,3.8628,38.0438,20.17,28.69,3.49,2.459,K1.9,nan,nan,0.979,nan,Gaia DR3
Gaia DR3 5586942425568811392,115.8950713,-37.0876500,16.710,2.524,0.477,5.6318,38.0501,17.33,nan,nan,2.706,M3.1,nan,nan,1.328,nan,None
Gaia DR3 5592744651507675136,110.6708496,-32.4073532,17.726,2.857,1.952,1.5718,38.0658,19.23,nan,nan,2.405,M3.8,nan,nan,1.029,nan,None
Gaia DR3 5607601007801393280,105.7005616,-30.6670965,16.226,2.282,4.184,4.9862,38.0700,20.50,nan,nan,2.520,M2.2,nan,nan,1.033,nan,None
Gaia DR3 5604350409052549376,107.8850069,-31.5148942,12.569,0.869,1.906,3.0808,38.0924,19.94,20.59,3.49,2.886,G6.0,nan,nan,1.022,nan,Gaia DR3
Gaia DR3 5607111591985256704,103.8767722,-31.6862463,16.865,2.693,4.221,5.7417,38.0927,20.68,nan,nan,2.674,M3.5,nan,nan,1.007,nan,None
Gaia DR3 5591917711380320128,113.9993682,-32.9529817,17.898,2.843,4.671,3.3388,38.1095,18.40,nan,nan,2.877,M3.8,nan,nan,1.061,nan,None
Gaia DR3 5605665832980741888,109.9050014,-29.9962815,19.421,2.692,4.709,3.9325,38.1109,19.74,nan,nan,2.462,M3.5,nan,nan,1.002,nan,None
Gaia DR3 5586796843357394560,115.2409671,-37.9766566,17.652,2.800,1.524,5.7676,38.1182,17.34,nan,nan,2.647,M3.7,nan,nan,0.936,nan,None
Gaia DR3 5594913197677137024,116.0375006,-32.8192882,18.970,2.470,0.684,5.0216,38.1311,17.94,nan,nan,2.785,M2.9,nan,nan,2.303,nan,None
Gaia DR3 5585575011060545536,113.8592999,-37.5403092,17.677,3.237,1.660,4.6956,38.1366,17.71,nan,nan,2.810,M4.7,nan,nan,1.027,nan,None
Gaia DR3 5577877914264343040,104.8637148,-37.3857877,18.072,2.910,4.480,5.5290,38.1450,19.50,nan,nan,2.728,M3.9,nan,nan,1.004,nan,None
Gaia DR3 5589484084131084160,109.1882160,-36.3710768,17.357,2.738,1.631,2.5770,38.1600,18.89,nan,nan,2.901,M3.6,nan,nan,1.059,nan,None
Gaia DR3 5586994961609408512,115.9888260,-36.5619586,18.039,3.056,1.199,5.4344,38.1616,17.40,nan,nan,2.561,M4.2,nan,nan,1.157,nan,None
Gaia DR3 5607133135542821120,104.9418436,-31.7791794,14.253,1.178,2.041,4.8865,38.1676,20.47,8.71,2.67,2.511,K2.7,nan,nan,0.981,nan,Gaia DR3
Gaia DR3 5607223261136670208,104.4813921,-31.1616754,14.527,1.575,3.948,5.5323,38.1836,20.65,18.73,6.50,2.728,K5.5,nan,nan,0.994,nan,Gaia DR3
Gaia DR3 5561844251590673024,110.1312476,-39.5873154,12.647,0.867,3.630,5.6651,38.1841,18.11,29.94,3.76,2.703,G5.9,nan,nan,3.522,nan,Gaia DR3
Gaia DR3 5599414632642054272,113.1059896,-30.1144000,18.575,2.635,4.045,4.5486,38.1849,19.00,nan,nan,2.490,M3.4,nan,nan,1.029,nan,None
Gaia DR3 5566130899535995264,107.2530848,-36.9118203,18.305,3.201,2.377,3.8191,38.1939,19.16,nan,nan,2.859,M4.6,nan,nan,1.029,nan,None
Gaia DR3 5589889318587490304,110.1068260,-35.7664486,17.841,2.896,1.700,1.8449,38.1999,18.81,nan,nan,2.408,M3.9,nan,nan,0.989,nan,None
Gaia DR3 5585278654016525568,114.4528897,-38.4795734,19.192,3.155,2.730,5.7177,38.2288,17.42,nan,nan,2.691,M4.5,nan,nan,1.054,nan,None
Gaia DR3 5590582663747236352,108.4653921,-34.7681806,12.071,0.704,4.582,1.6423,38.2416,19.31,27.65,2.84,2.405,F8.5,nan,nan,0.858,nan,Gaia DR3
Gaia DR3 5565811594486444032,105.7679073,-37.7767606,11.632,0.666,1.557,5.2513,38.2521,19.27,17.23,2.30,2.540,F6.9,nan,nan,0.911,nan,Gaia DR3
Gaia DR3 5611866838043952256,111.5272074,-28.4561151,17.134,2.228,4.949,5.5879,38.2637,19.58,nan,nan,2.721,M1.9,nan,nan,1.086,nan,None
Gaia DR3 5582951709451977088,103.6680395,-33.0873561,18.812,3.032,1.105,5.4849,38.2664,20.49,nan,nan,2.565,M4.2,nan,nan,1.105,nan,None
Gaia DR3 5586198090554065024,113.0260104,-37.9915964,10.919,0.545,1.584,4.6793,38.2698,17.82,18.37,0.99,2.813,F4.0,nan,nan,0.762,nan,Gaia DR3
Gaia DR3 5606137218528610176,107.5738604,-30.6602470,17.226,2.838,0.835,3.9314,38.2713,20.13,nan,nan,2.855,M3.8,nan,nan,0.960,nan,None
Gaia DR3 5606876189118969216,110.0589735,-28.2504531,18.847,3.263,2.676,5.6727,38.2813,19.93,nan,nan,2.705,M4.8,nan,nan,1.039,nan,None
Gaia DR3 5586887995439327488,115.8974280,-37.3716611,18.215,3.212,1.169,5.7909,38.2981,17.29,nan,nan,2.640,M4.6,nan,nan,1.342,nan,None
Gaia DR3 5586478255558546048,112.3207719,-37.2993517,17.890,2.973,2.250,3.8024,38.3068,18.09,nan,nan,2.455,M4.1,nan,nan,0.974,nan,None
Gaia DR3 5587157620608934656,115.2056795,-36.8590528,15.290,2.278,1.557,5.0459,38.3171,17.53,-22.28,4.84,2.786,M2.2,nan,nan,1.100,nan,Gaia DR3
Gaia DR3 5589520333655968896,109.4955992,-35.9753257,16.394,2.286,3.920,2.1262,38.3228,18.90,nan,nan,2.412,M2.2,nan,nan,1.017,nan,None
Gaia DR3 5607064995882186112,103.9800648,-32.0194399,20.046,2.598,3.819,5.5298,38.3238,20.61,nan,nan,2.570,M3.3,nan,nan,1.099,nan,None
Gaia DR3 5586790899124636288,114.9317373,-38.1018896,15.659,2.187,2.363,5.6817,38.3275,17.38,nan,nan,2.597,M1.6,nan,nan,1.079,nan,None
Gaia DR3 5586833608278286720,115.5647122,-37.5191050,18.166,2.918,2.092,5.6653,38.3370,17.34,nan,nan,2.593,M3.9,nan,nan,0.961,nan,None
Gaia DR3 5590292323957520256,109.0019725,-35.6969266,17.036,2.791,1.129,2.0173,38.3440,19.04,nan,nan,2.915,M3.7,nan,nan,1.056,nan,None
Gaia DR3 5585355143092483328,113.8830061,-38.6586606,11.835,0.711,1.231,5.6012,38.3532,17.52,14.22,2.35,2.581,F8.7,nan,nan,0.885,nan,Gaia DR3
Gaia DR3 5586174725931501952,112.2042688,-38.3440441,17.693,3.143,1.186,4.7166,38.3638,17.93,nan,nan,2.812,M4.5,nan,nan,1.067,nan,None
Gaia DR3 5611502212495088512,112.6857362,-29.5419105,19.296,2.935,2.158,4.8744,38.3812,19.17,nan,nan,2.508,M4.0,nan,nan,1.039,nan,None
Gaia DR3 5565139449284650752,107.2494837,-38.5641420,17.872,2.998,4.052,5.2046,38.3919,18.85,nan,nan,2.773,M4.1,nan,nan,1.015,nan,None
Gaia DR3 5590551916080143488,108.5703279,-35.2106679,16.052,1.468,4.174,1.8427,38.4157,19.21,nan,nan,2.407,K5.1,nan,nan,7.447,nan,None
Gaia DR3 5586543264186392960,111.8894222,-36.9680385,18.272,2.988,0.154,3.3521,38.4189,18.23,nan,nan,2.439,M4.1,nan,nan,1.032,nan,None
Gaia DR3 5591756289331916032,112.7408866,-33.2248582,19.226,2.696,3.724,2.2523,38.4253,18.65,nan,nan,2.413,M3.5,nan,nan,0.996,nan,None
Gaia DR3 5586788493935320960,115.0978226,-38.1360888,18.820,3.603,0.832,5.7977,38.4466,17.34,nan,nan,2.673,M5.5,nan,nan,1.088,nan,None
Gaia DR3 5579092565374782976,103.6029751,-35.3300979,11.089,0.773,3.392,5.5833,38.4818,20.10,36.60,2.99,2.728,F9.7,nan,nan,1.299,nan,Gaia DR3
Gaia DR3 5588915602263837696,114.7607045,-33.6066504,17.645,2.637,4.111,3.8288,38.4963,18.13,nan,nan,2.454,M3.4,nan,nan,1.026,nan,None
Gaia DR3 5587362537789733760,116.5175961,-36.4368851,19.432,3.107,2.916,5.7634,38.4998,17.29,nan,nan,2.690,M4.4,nan,nan,1.053,nan,None
Gaia DR3 5585760828521991936,111.8925804,-38.8125802,11.375,0.785,2.121,5.0828,38.5079,17.91,18.88,2.93,2.786,G0.2,nan,nan,0.769,nan,Gaia DR3
Gaia DR3 5588658316540691072,115.9945264,-33.9773469,13.317,1.127,1.256,4.8309,38.5140,17.79,-46.63,5.65,2.503,K2.2,nan,nan,1.026,nan,Gaia DR3
Gaia DR3 5593316530692914048,111.6847731,-31.0009443,19.004,2.998,1.231,3.1885,38.5169,19.21,nan,nan,2.434,M4.1,nan,nan,0.985,nan,None
Gaia DR3 5586942528648024192,115.8999784,-37.0891171,8.532,-0.064,0.878,5.6359,38.5277,17.33,nan,nan,2.582,B9.2,nan,nan,0.909,nan,None
Gaia DR3 5606911480877801728,109.3217988,-28.2530563,16.843,2.607,1.983,5.7156,38.5328,20.09,nan,nan,2.704,M3.3,nan,nan,1.032,nan,None
Gaia DR3 5591083151996407808,109.6452141,-34.0879559,17.222,2.545,4.552,0.4658,38.5418,19.18,nan,nan,2.934,M3.1,nan,nan,0.912,nan,None
Gaia DR3 5588910272201065728,115.0418870,-33.5596517,12.194,0.713,4.530,4.0667,38.5423,18.07,10.43,1.13,2.463,F8.8,nan,nan,0.986,nan,Gaia DR3
Gaia DR3 5588382128664977920,114.1586613,-34.5193597,17.431,2.865,0.534,3.3512,38.5499,18.13,nan,nan,2.881,M3.8,nan,nan,1.134,nan,None
Gaia DR3 5588920958081248640,114.7794882,-33.4965539,17.994,2.839,0.188,3.8574,38.5561,18.14,nan,nan,2.455,M3.8,nan,nan,1.046,nan,None
Gaia DR3 5605513451836049280,111.6565096,-30.0867056,17.536,--,2.160,4.0372,38.5738,19.34,nan,nan,2.462,nan,nan,nan,1.013,nan,None
Gaia DR3 5586887480044582656,115.9657786,-37.3753545,18.979,3.304,1.281,5.8376,38.5846,17.27,nan,nan,2.656,M4.9,nan,nan,1.074,nan,None
Gaia DR3 5579698082748700288,103.1551400,-34.6260454,19.280,2.859,4.933,5.8384,38.5890,20.31,nan,nan,2.645,M3.8,nan,nan,1.069,nan,None
Gaia DR3 5564813276585461888,108.4648232,-39.6042210,17.837,2.726,1.484,5.8435,38.6302,18.42,nan,nan,2.643,M3.5,nan,nan,4.399,nan,None
Gaia DR3 5586995580084655872,116.0665234,-36.5076631,19.143,3.086,1.586,5.4655,38.6316,17.39,nan,nan,2.556,M4.3,nan,nan,0.982,nan,None
Gaia DR3 5587037292805537920,114.8912298,-37.3588349,9.071,0.081,0.997,5.1492,38.6375,17.52,6.69,2.63,2.525,A2.5,nan,nan,2.230,nan,Gaia DR3
Gaia DR3 5587412947826675968,116.8021103,-35.8807860,16.528,2.130,4.299,5.7792,38.6506,17.31,nan,nan,2.609,M1.2,nan,nan,1.109,nan,None
Gaia DR3 5603059135725943424,108.1491774,-33.9787101,19.843,3.099,2.658,1.6776,38.6547,19.50,nan,nan,2.403,M4.4,nan,nan,1.051,nan,None
Gaia DR3 5605109411374290560,108.5591728,-31.2935706,19.405,3.064,3.406,2.9583,38.6566,19.84,nan,nan,2.895,M4.3,nan,nan,0.952,nan,None
Gaia DR3 5585025049084040064,112.5513752,-38.7783370,16.719,2.401,1.648,5.2204,38.6573,17.78,nan,nan,2.776,M2.7,nan,nan,0.981,nan,None
Gaia DR3 5590630187563766144,108.5132233,-34.7119209,15.301,1.679,3.566,1.5801,38.6585,19.31,nan,nan,2.402,K5.8,nan,nan,2.373,nan,None
Gaia DR3 5586801619360594688,115.1380875,-37.8314549,15.085,1.695,1.173,5.6093,38.6658,17.38,-16.52,7.18,2.574,K5.9,nan,nan,0.962,nan,Gaia DR3
Gaia DR3 5586802169116411520,115.1828957,-37.7950179,13.211,1.026,0.925,5.6108,38.6678,17.38,10.15,3.90,2.728,K1.4,nan,nan,0.933,nan,Gaia DR3
Gaia DR3 5586890885954648960,116.0454637,-37.2198471,19.677,--,4.467,5.8041,38.6681,17.28,nan,nan,2.685,nan,nan,nan,0.996,nan,None
Gaia DR3 5599637107645273600,114.0685099,-29.1045258,19.067,2.938,3.339,5.8515,38.6701,18.90,nan,nan,2.653,M4.0,nan,nan,1.067,nan,None
Gaia DR3 5579034600497213696,103.5461329,-35.6089238,19.932,1.931,3.585,5.6958,38.6791,20.06,nan,nan,2.589,M0.4,nan,nan,1.397,nan,None
Gaia DR3 5591280991070820736,112.8339640,-34.8846681,18.682,3.184,2.888,2.3990,38.6859,18.37,nan,nan,2.414,M4.6,nan,nan,1.130,nan,None
Gaia DR3 5587139650465759360,115.3201214,-37.0103362,10.058,0.185,1.228,5.2070,38.6941,17.48,16.04,1.41,2.777,A4.5,nan,nan,1.019,nan,Gaia DR3
Gaia DR3 5589400933561926656,110.0116445,-36.8229238,19.068,3.526,2.459,2.9035,38.7127,18.64,nan,nan,2.897,M5.3,nan,nan,1.056,nan,None
Gaia DR3 5586246159827151360,111.8299732,-37.9179077,17.135,2.641,3.993,4.2153,38.7228,18.08,nan,nan,2.468,M3.4,nan,nan,0.965,nan,None
Gaia DR3 5606170547476374656,107.5918554,-30.1140603,10.461,0.422,4.828,4.3908,38.7249,20.21,16.89,1.43,2.836,F0.7,nan,nan,1.678,nan,Gaia DR3
Gaia DR3 5589428043398433920,110.0992604,-36.6034150,12.356,0.859,4.649,2.6817,38.7462,18.67,16.46,4.17,2.903,G5.5,nan,nan,15.658,nan,Gaia DR3
Gaia DR3 5602986808474887680,106.7095016,-33.4206860,17.718,2.858,4.612,2.9235,38.7536,19.87,nan,nan,2.425,M3.8,nan,nan,0.999,nan,None
Gaia DR3 5607168526072940288,105.3753267,-31.4575071,12.907,0.861,4.283,4.7279,38.7582,20.44,19.19,2.48,2.494,G5.6,nan,nan,0.926,nan,Gaia DR3
Gaia DR3 5588520121675816960,115.4354713,-34.6644377,14.304,1.461,2.434,4.4121,38.7611,17.82,20.09,3.82,2.836,K5.1,nan,nan,1.007,nan,Gaia DR3
Gaia DR3 5586880848613485696,115.8953907,-37.4817055,17.869,3.072,1.411,5.8531,38.7769,17.27,nan,nan,2.670,M4.3,nan,nan,1.009,nan,None
Gaia DR3 5587139646163363200,115.3177899,-37.0071017,12.229,0.790,0.887,5.2036,38.7873,17.48,15.90,2.06,2.779,G0.4,nan,nan,0.818,nan,Gaia DR3
Gaia DR3 5605103402721371008,108.5237290,-31.3294696,16.996,2.524,1.998,2.9403,38.7902,19.84,nan,nan,2.897,M3.1,nan,nan,1.059,nan,None
Gaia DR3 5603024329309070336,106.7301192,-33.2161256,10.894,0.444,4.808,2.9521,38.7935,19.90,17.45,5.59,2.425,F1.2,nan,nan,0.916,nan,Gaia DR3
Gaia DR3 5592159775737469312,112.6850640,-32.6602131,19.134,3.324,3.119,2.4517,38.7986,18.75,nan,nan,2.910,M4.9,nan,nan,2.358,nan,None
Gaia DR3 5604560725010758144,106.1602895,-31.1751846,17.789,2.446,2.091,4.3551,38.8025,20.33,nan,nan,2.839,M2.9,nan,nan,1.029,nan,None
Gaia DR3 5565593375788534784,105.9123560,-38.2492202,18.792,3.165,4.274,5.5269,38.8051,19.15,nan,nan,2.744,M4.5,nan,nan,0.950,nan,None
Gaia DR3 5587263689123104640,115.2987670,-36.0408293,18.911,2.051,4.871,4.7048,38.8054,17.64,nan,nan,2.493,M0.8,nan,nan,1.335,nan,None
Gaia DR3 5606409171559187200,108.0506813,-28.8740199,18.932,3.244,1.460,5.3623,38.8140,20.28,nan,nan,2.764,M4.7,nan,nan,1.007,nan,None
Gaia DR3 5602959183246887936,106.9755092,-33.4634788,11.604,0.709,4.203,2.6974,38.8188,19.82,19.99,2.12,2.419,F8.7,nan,nan,24.209,nan,Gaia DR3
Gaia DR3 5593282518854628096,111.1931977,-31.3891108,16.293,2.032,3.814,2.6755,38.8285,19.26,nan,nan,2.419,M0.8,nan,nan,0.963,nan,None
Gaia DR3 5606550669264914048,109.7058163,-28.9362290,15.552,2.455,2.322,5.0018,38.8473,19.92,1.40,8.33,2.798,M2.9,nan,nan,1.489,nan,Gaia DR3
Gaia DR3 5589524903500123776,109.7177572,-35.8727686,16.072,2.130,3.778,1.9855,38.8613,18.87,nan,nan,2.406,M1.2,nan,nan,1.036,nan,None
Gaia DR3 5607667669988648960,105.3089686,-30.4955021,20.091,2.302,2.040,5.3524,38.8864,20.60,nan,nan,2.766,M2.3,nan,nan,1.026,nan,None
Gaia DR3 5585317652319000320,113.3962656,-39.1658982,19.288,2.998,2.033,5.8480,38.9019,17.53,nan,nan,2.682,M4.1,nan,nan,0.977,nan,None
Gaia DR3 5589203158910315008,109.9365400,-37.0783581,13.031,0.880,4.108,3.1618,38.9123,18.61,20.92,2.28,2.430,G7.0,nan,nan,1.042,nan,Gaia DR3
Gaia DR3 5586884078429027456,115.9665614,-37.4208282,17.847,2.917,0.815,5.8640,38.9507,17.26,nan,nan,2.678,M3.9,nan,nan,0.949,nan,None
Gaia DR3 5605377524719340288,110.8179716,-30.6921251,16.788,2.165,1.063,3.2762,38.9547,19.44,nan,nan,2.433,M1.4,nan,nan,1.048,nan,None
Gaia DR3 5609362464088540544,106.5598300,-28.9494586,16.998,2.375,4.267,5.8486,38.9577,20.58,nan,nan,2.616,M2.6,nan,nan,1.127,nan,None
Gaia DR3 5604576358691769472,105.9593088,-31.0724103,19.262,2.046,4.070,4.5529,38.9610,20.39,nan,nan,2.483,M0.8,nan,nan,1.036,nan,None
Gaia DR3 5587237640141875840,115.0160916,-36.2567107,19.805,2.895,2.434,4.6002,38.9677,17.67,nan,nan,2.485,M3.9,nan,nan,1.048,nan,None
